productinfo_id,ProductName,Brand,BrandDictionary_Id,OriginalPlace,DisplayCategoryName,image_id,image_name,image_format,image_size,image_url
1,宣酒十年窖40度460ml,宣酒,3523,安徽宣城,白酒-区域名酒,83035,5038763100658276746.jpg,jpg,51892,http://yjp-product.ufile.ucloud.cn/Product/2017/06/860491e43d3c4425a6dfa66b48d113f5.jpg
2,口子窖三十年52度500ml（1*6）,口子窖,3524,安徽濉溪,白酒-区域名酒,14492,jp_102.jpg,jpg,43214,http://yjp-product.ufile.ucloud.cn/Product/2017/11/0259fc873adf4aaa80405196d4b46358.jpg
3,古井贡酒（老）55度500ml,古井,3525,安徽亳州,白酒-区域名酒,14493,jp_103.jpg,jpg,58603,http://yjp-product.ufile.ucloud.cn/Product/2017/11/ed203f429f5946929775d31fa00fa2d7.jpg
4,迎驾金星40.3度450ml（1*4）,迎驾,3526,安徽霍邱,白酒-区域名酒,14495,jp_104.jpg,jpg,56926,http://yjp-product.ufile.ucloud.cn/Product/2017/11/1072341c27de483faf600775fb043b7b.jpg
5,迎驾银星42度450ml（1*4）,迎驾,3526,安徽霍邱,白酒-区域名酒,14499,jp_105.jpg,jpg,52828,http://yjp-product.ufile.ucloud.cn/Product/2017/11/6db0d050d0c64d8b9313365b66613655.jpg
6,迎驾八年40.3度500ml（1*4）,迎驾,3526,安徽霍邱,白酒-区域名酒,14503,jp_106.jpg,jpg,42540,http://yjp-product.ufile.ucloud.cn/Product/2017/11/7d3c1c4e058e4d6b81a10d22c0a58fd5.jpg
7,迎驾十年42度500ml（1*4）,迎驾,3526,安徽霍邱,白酒-区域名酒,14504,jp_107.jpg,jpg,68837,http://yjp-product.ufile.ucloud.cn/Product/2017/11/f3fe94ee14714671ababafea3a897a5d.jpg
8,迎驾十五年45度500ml（1*4）,迎驾,3526,安徽霍邱,白酒-区域名酒,14505,jp_108.jpg,jpg,41288,http://yjp-product.ufile.ucloud.cn/Product/2017/11/d93b241aab574b7f88d9fea37f2f1ca7.jpg
9,迎驾二十年50度500ml（1*4）,迎驾,3526,安徽霍邱,白酒-区域名酒,14508,jp_109.jpg,jpg,48643,http://yjp-product.ufile.ucloud.cn/Product/2017/11/27550a4bfa124041a28f22d775e28f93.jpg
10,口子窖五年46度2500ml,口子窖,3524,安徽濉溪,白酒-区域名酒,14512,jp_110.jpg,jpg,41481,http://yjp-product.ufile.ucloud.cn/Product/2017/11/a4f7b53fa69f49268b6abe60520f0138.jpg
11,口子窖六年41度2500ml,口子窖,3524,安徽濉溪,白酒-区域名酒,14513,jp_111.jpg,jpg,78896,http://yjp-product.ufile.ucloud.cn/Product/2017/11/be73496d1bcc47038451d2cf12cba760.jpg
12,口子窖二十年50度2500ml,口子窖,3524,安徽,白酒-区域名酒,46619,jp_112.jpg,jpg,78201,http://yjp-product.ufile.ucloud.cn/Product/2017/11/131bdf192dc64eb29e6fc2f36a801c42.jpg
13,皖酒王纪念版41度450ml,皖酒王,3527,安徽,白酒-区域名酒,14518,jp_113.jpg,jpg,53564,http://yjp-product.ufile.ucloud.cn/Product/2017/11/fb4c0c84df56468396a9ba81035777e4.jpg
14,衡水老白干8年41度500ml,衡水老白干,3528,河北,白酒-区域名酒,14519,jp_115.jpg,jpg,161682,http://yjp-product.ufile.ucloud.cn/Product/2017/11/8433cefd127445eab50721aa822949fc.jpg
15,衡水老白干8年52度500ml,衡水老白干,3528,河北,白酒-区域名酒,14521,jp_116.jpg,jpg,161682,http://yjp-product.ufile.ucloud.cn/Product/2017/11/691b409398494457b5fb5186a9fb2f98.jpg
16,衡水老白干10年43度500ml,衡水老白干,3528,河北,白酒-区域名酒,14523,jp_117.jpg,jpg,44073,http://yjp-product.ufile.ucloud.cn/Product/2017/11/b40450e8509044959ce99bed7bd34f34.jpg
17,衡水老白干10年52度500ml,衡水老白干,3528,河北,白酒-区域名酒,14524,jp_118.jpg,jpg,44073,http://yjp-product.ufile.ucloud.cn/Product/2017/11/be1c042a83834bc08b24884ca484005c.jpg
18,衡水老白干15年52度500ml,衡水老白干,3528,河北,白酒-区域名酒,14525,jp_120.jpg,jpg,42653,http://yjp-product.ufile.ucloud.cn/Product/2017/11/51a9f759356a47a682cea1d919ca425f.jpg
19,衡水老白干清雅41度500ml,衡水老白干,3528,河北,白酒-区域名酒,14526,jp_121.jpg,jpg,37888,http://yjp-product.ufile.ucloud.cn/Product/2017/11/11f557777be1473e9a2b6cfadfea2c30.jpg
20,衡水老白干水晶41度500ml,衡水老白干,3528,河北,白酒-区域名酒,14527,jp_122.jpg,jpg,46119,http://yjp-product.ufile.ucloud.cn/Product/2017/11/5e4f676ba6fa4afca5e8ec21d63d657c.jpg
21,衡水老白干清柔52度500ml,衡水老白干,3528,河北,白酒-区域名酒,14528,jp_123.jpg,jpg,180510,http://yjp-product.ufile.ucloud.cn/Product/2017/11/0e92df1e35d54ba5b0968729411f0b13.jpg
22,衡水老白干精制50度500ml,衡水老白干,3528,河北,白酒-区域名酒,14532,jp_125.jpg,jpg,42455,http://yjp-product.ufile.ucloud.cn/Product/2017/11/2be3f42a33e348c3aefa7ac2e01459d8.jpg
23,衡水老白干幸运星39.8度500ml,衡水老白干,3528,河北,白酒-区域名酒,14533,jp_126.jpg,jpg,42046,http://yjp-product.ufile.ucloud.cn/Product/2017/11/bd4bf03c578643c6815cdc290ee6d8ed.jpg
24,红花瓷52度500ml,其他,3529,江苏,白酒-区域名酒,14534,jp_127.jpg,jpg,42181,http://yjp-product.ufile.ucloud.cn/Product/2017/11/64cec3c5b8bf4e87b598d0910a125f68.jpg
25,山庄皇家窖藏9年41度475ml,山庄,3530,河北,白酒-区域名酒,14535,jp_130.jpg,jpg,113442,http://yjp-product.ufile.ucloud.cn/Product/2017/11/a02f87eda809407987f909376ecaee5a.jpg
26,山庄老酒精品42度500ml,山庄,3530,河北,白酒-区域名酒,14539,jp_131.jpg,jpg,117181,http://yjp-product.ufile.ucloud.cn/Product/2017/11/371de6fda2084b60a5ca8315e5170070.jpg
27,山庄老酒盛世红42度500ml,山庄,3530,河北,白酒-区域名酒,14543,jp_132.jpg,jpg,118242,http://yjp-product.ufile.ucloud.cn/Product/2017/11/e46c940c00e64d30a0391074b85624fa.jpg
28,山庄老酒一品280/42度500ml,山庄,3530,河北,白酒-区域名酒,14547,jp_133.jpg,jpg,116074,http://yjp-product.ufile.ucloud.cn/Product/2017/11/95823e6f5e1e4a4bb362b4847a66219a.jpg
29,山庄老酒御品280/42度500ml,山庄,3530,河北,白酒-区域名酒,14551,jp_134.jpg,jpg,50552,http://yjp-product.ufile.ucloud.cn/Product/2017/11/8ed6bb5b656f4480a2e1f498bedd0986.jpg
30,山庄老酒尊品280/42度500ml,山庄,3530,河北,白酒-区域名酒,14552,jp_135.jpg,jpg,105429,http://yjp-product.ufile.ucloud.cn/Product/2017/11/9371b152b2604f74a96d8d8e9b7b388a.jpg
31,板城和顺1975/38度450ml,板城,3531,河北,白酒-区域名酒,4106143,http://yjp-product.ufile.ucloud.cn/Product/2018/07/84fb151bd4814c029beea102e7f5d124.jpg,jpg,135854,http://yjp-product.ufile.ucloud.cn/Product/2018/07/028c4768164d4f05848defb9a33ca61b.jpg
36,衡水老白干典藏版62度4L,衡水老白干,3528,河北,白酒-区域名酒,14562,jp_142.jpg,jpg,44741,http://yjp-product.ufile.ucloud.cn/Product/2017/11/9ca7e886fb8f4bb594f35ace93b023b7.jpg
37,衡水老白干15年52度2.5L,衡水老白干,3528,河北,白酒-区域名酒,14563,jp_143.jpg,jpg,36850,http://yjp-product.ufile.ucloud.cn/Product/2017/11/3d6c1a7fc52a4c7cb0c4b78ea853af1a.jpg
38,白水杜康绵雅叁号46度500ml,杜康,3533,陕西,白酒-区域名酒,14564,jp_146.jpg,jpg,44823,http://yjp-product.ufile.ucloud.cn/Product/2017/11/445434f308164d26b8167957f9172c1c.jpg
39,古井1995特制纪念酒42度500ml,古井,3525,安徽亳州,白酒-区域名酒,14565,jp_147.jpg,jpg,41718,http://yjp-product.ufile.ucloud.cn/Product/2017/11/68903c5ef01c42068fc6b342a4c1ae43.jpg
40,古井1995至尊纪念酒50度500ml,古井,3525,安徽亳州,白酒-区域名酒,14566,jp_148.jpg,jpg,104082,http://yjp-product.ufile.ucloud.cn/Product/2017/11/c522ceb77aab4017b7d1b2eab8a686dc.jpg
41,口子窖六年41度450ml（1*4）,口子窖,3524,安徽濉溪,白酒-区域名酒,14570,jp_149.jpg,jpg,109632,http://yjp-product.ufile.ucloud.cn/Product/2017/11/cc7f6da2d1844918bc7a8b13e8701166.jpg
42,口子窖五年40.8度400ml（1*4）,口子窖,3524,安徽濉溪,白酒-区域名酒,14571,jp_150.png,png,211781,http://yjp-product.ufile.ucloud.cn/Product/2017/11/bc32865b1e7f4a41a55df47ff330e63d.png
43,宣酒40度425ml,宣酒,3523,宣城,白酒-区域名酒,14572,jp_155.jpg,jpg,82047,http://yjp-product.ufile.ucloud.cn/Product/2017/11/36bb384f5d2e433783135991492b11ca.jpg
44,红花郎15年53度500ml,郎酒,3534,四川,白酒-全国名酒,46821,jp_16.jpg,jpg,75228,http://yjp-product.ufile.ucloud.cn/Product/2017/11/da1c964ec3564b949abe3c2f57a09d67.jpg
45,衡水老白干小青花41度500ml,衡水老白干,3528,河北,白酒-区域名酒,14575,jp_162.jpg,jpg,49335,http://yjp-product.ufile.ucloud.cn/Product/2017/11/602ac40a6bba450ea12bc884f837471f.jpg
46,古井贡酒八年原浆45度425ml（1*4）,古井贡酒,12876,安徽亳州,白酒-区域名酒,14576,jp_164.jpg,jpg,82307,http://yjp-product.ufile.ucloud.cn/Product/2017/11/c87f80146c484d6e8c486b5cc39a3117.jpg
57,酒鬼老酒52度500ml,酒鬼,3537,湖南,白酒-全国名酒,14603,jp_177.jpg,jpg,172798,http://yjp-product.ufile.ucloud.cn/Product/2017/11/8027e998129343348542b5509f50166b.jpg
63,茅台王子酱门经典53度500ml,茅台,3540,贵州,白酒-全国名酒,14618,jp_183.jpg,jpg,142172,http://yjp-product.ufile.ucloud.cn/Product/2017/11/67c28a56e469489286a02b9604bbb833.jpg
64,皖酒王6年40.5度425ml,皖酒王,3527,安徽,白酒-区域名酒,14621,jp_184.jpg,jpg,50717,http://yjp-product.ufile.ucloud.cn/Product/2017/11/15649916b18446a69684ca1bc3c75b8a.jpg
65,双沟镇青花瓷46度500ml（1*12）,双沟,3541,江苏,白酒-区域名酒,14622,jp_185.jpg,jpg,48980,http://yjp-product.ufile.ucloud.cn/Product/2017/11/a5eae19cacb04990822fdb88bd037b17.jpg
66,皖酒王9年40.5度425ml,皖酒王,3527,安徽,白酒-区域名酒,14624,jp_186.jpg,jpg,37436,http://yjp-product.ufile.ucloud.cn/Product/2017/11/4bbc8a9a78174f10ba8793bb317042b1.jpg
67,西凤（老）55度500ml,西凤,3542,陕西,白酒-区域名酒,14625,jp_187.jpg,jpg,49211,http://yjp-product.ufile.ucloud.cn/Product/2017/11/6699cc1f5ae64c23b8d4355a7d2557cb.jpg
68,贵州茅台酒15年53度500ml,茅台,3540,贵州,白酒-全国名酒,14627,jp_19.jpg,jpg,136292,http://yjp-product.ufile.ucloud.cn/Product/2017/11/358f680964c24f5a96ad5754050ea5ad.jpg
72,酒中酒霸小酒52度100ml,酒中酒霸,3546,贵州,白酒-区域名酒,14633,jp_194.jpg,jpg,55015,http://yjp-product.ufile.ucloud.cn/Product/2017/11/b19253808fdd4516be54e52be0ed69e5.jpg
73,古井十六年原浆50度500ml（1*6）,古井,3525,安徽亳州,白酒-区域名酒,14634,jp_195.jpg,jpg,48552,http://yjp-product.ufile.ucloud.cn/Product/2017/11/84b9ff9e389c45929f8321de22413f69.jpg
74,泸州老窖泸纯六年52度500ml,泸州老窖,3547,泸州,白酒-全国名酒,14636,jp_197.jpg,jpg,150849,http://yjp-product.ufile.ucloud.cn/Product/2017/11/35aa8918c6244be291d2daffaf315e42.jpg
76,洋河天之蓝52度480ml,洋河,3549,江苏,白酒-全国名酒,2553384,http://yjp-product.ufile.ucloud.cn/Product/2017/11/cb032cf683ea4b89bdac473b0a7b6451.jpg,jpg,378912,http://yjp-product.ufile.ucloud.cn/Product/2018/05/7b78f659a7124daabd3660a638197dea.jpg
77,老郎酒1898/53度500ml（1*6）,郎酒,3534,四川,白酒-全国名酒,46524,jp_200.jpg,jpg,78977,http://yjp-product.ufile.ucloud.cn/Product/2017/11/ccf086132f24474a8f2c31b1da22a938.jpg
78,牛栏山二锅头56度500ml,牛栏山,3550,北京,白酒-全国名酒,14644,jp_201.jpg,jpg,23176,http://yjp-product.ufile.ucloud.cn/Product/2017/11/877195c5f7e742eca717ea37923759d9.jpg
79,小米功夫40度150ml,其他,3529,安徽,白酒-区域名酒,14645,jp_203.jpg,jpg,105902,http://yjp-product.ufile.ucloud.cn/Product/2017/11/963c0b5c81c24e5fa100d124904cd531.jpg
80,皖酒王绵柔15年40.5度425ml,皖酒王,3527,安徽,白酒-区域名酒,14651,jp_204.jpg,jpg,54858,http://yjp-product.ufile.ucloud.cn/Product/2017/11/ad88044d9739416e82febee6c2b52cb7.jpg
82,酒鬼三两三52度168ml（1*24）,酒鬼,3537,湖南,白酒-全国名酒,2803369,http://yjp-product.ufile.ucloud.cn/Product/2018/05/06e7dd9941164bdaa149faa73fa2d6eb.jpg,jpg,78813,http://yjp-product.ufile.ucloud.cn/Product/2018/05/5405dfd5571e4076bc3049fc0fe6b5c3.jpg
83,开口笑十二年52度500ml,开口笑,3552,湖南,白酒-区域名酒,14654,jp_207.jpg,jpg,31817,http://yjp-product.ufile.ucloud.cn/Product/2017/11/7a485f97fe144d68b1042ca34bfab527.jpg
86,茅台迎宾酒53度500ml,茅台,3540,贵州,白酒-全国名酒,14658,jp_21.jpg,jpg,150775,http://yjp-product.ufile.ucloud.cn/Product/2017/11/50f1c43fd6a342b3a61bda0e1233b912.jpg
92,五粮液豪门盛宴精品52度500ml,五粮液,3555,四川,白酒-全国名酒,14675,jp_215.jpg,jpg,152822,http://yjp-product.ufile.ucloud.cn/Product/2017/11/59d6783b9d3c4a5f861350e2bfedc9f1.jpg
94,古井贡酒献礼40.6度425ml（1*4）,古井贡酒,12876,安徽亳州,白酒-区域名酒,46782,jp_218.jpg,jpg,69914,http://yjp-product.ufile.ucloud.cn/Product/2017/11/91fa0e0ecd5c4ac7999df3e0f1db107f.jpg
95,茅台王子酒53度500ml,茅台,3540,贵州,白酒-全国名酒,14680,jp_22.jpg,jpg,153938,http://yjp-product.ufile.ucloud.cn/Product/2017/11/733eb4d1054f4cee97f0fa93497f2032.jpg
96,酒鬼湘西往事52度500ml,酒鬼,3537,湖南,白酒-全国名酒,14682,jp_220.jpg,jpg,93169,http://yjp-product.ufile.ucloud.cn/Product/2017/11/85b096b4402b4acb9378179a61a95e17.jpg
98,泸州老窖百年52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14690,jp_222.jpg,jpg,115194,http://yjp-product.ufile.ucloud.cn/Product/2017/11/c2200bc6f9114ee58e9be6c5f8f82b35.jpg
99,古井献礼45度500ml（1*6）,古井,3525,安徽亳州,白酒-区域名酒,14692,jp_223.jpg,jpg,10063,http://yjp-product.ufile.ucloud.cn/Product/2017/11/1992ec992af0451cb43f5137b4fe2a82.jpg
100,古井五年原浆40.6度425ml（1*6）,古井,3525,安徽亳州,白酒-区域名酒,14693,jp_224.jpg,jpg,79871,http://yjp-product.ufile.ucloud.cn/Product/2017/11/dff46bd120ab472e800dec8382dd460b.jpg
101,古井贡酒五年原浆40.6度425ml（1*4）,古井贡酒,12876,安徽亳州,白酒-区域名酒,14695,jp_225.jpg,jpg,79871,http://yjp-product.ufile.ucloud.cn/Product/2017/11/fc37a30a9d0c4ca39e55a024c2720bf0.jpg
102,老郎酒1956/53度500ml,郎酒,3534,四川,白酒-全国名酒,46532,jp_226.jpg,jpg,91317,http://yjp-product.ufile.ucloud.cn/Product/2017/11/0ef3d9ee2f324dcdb6760c111bea585c.jpg
103,郎酒三溪老坛A4/52度500ml,郎酒,3534,四川,白酒-全国名酒,14699,jp_227.jpg,jpg,112461,http://yjp-product.ufile.ucloud.cn/Product/2017/11/1b3515c60d4f4a7b81a6320352c513a3.jpg
106,茅台不老酒1979/53度500ml,茅台,3540,贵州,白酒-全国名酒,14705,jp_23.jpg,jpg,169455,http://yjp-product.ufile.ucloud.cn/Product/2017/11/f02f13b74d4a4285a70e850a12061d53.jpg
116,茅台不老酒1989/53度500ml,茅台,3540,贵州,白酒-全国名酒,14728,jp_24.jpg,jpg,175651,http://yjp-product.ufile.ucloud.cn/Product/2017/11/05a82748bfa94875b79a86081fc7268e.jpg
127,茅台不老酒1999/53度500ml,茅台,3540,贵州,白酒-全国名酒,14749,jp_25.jpg,jpg,177825,http://yjp-product.ufile.ucloud.cn/Product/2017/11/fd696bd151054237a142ca0af9588bc8.jpg
133,酒鬼黄坛10年52度500ml,酒鬼,3537,湖南,白酒-全国名酒,4132941,1priceImage.png,png,9983,http://yjp-product.ufile.ucloud.cn/Product/2018/07/a4adc8da73f34001aa921c38da38994d.png
134,浏阳河青花典藏Q6/52度500ml,浏阳河,3560,湖南,白酒-区域名酒,14759,jp_256.jpg,jpg,47145,http://yjp-product.ufile.ucloud.cn/Product/2017/11/33022eb4f60a42bbba2e097851d7375d.jpg
135,浏阳河青花典藏Q3/52度500ml,浏阳河,3560,湖南,白酒-区域名酒,14760,jp_257.jpg,jpg,52502,http://yjp-product.ufile.ucloud.cn/Product/2017/11/d59ebe74ca2f467eb16d855427014119.jpg
136,浏阳河新特曲T9/52度500ml,浏阳河,3560,湖南,白酒-区域名酒,14761,jp_258.jpg,jpg,48392,http://yjp-product.ufile.ucloud.cn/Product/2017/11/86215f66d96b402d898dbce4ece5ff46.jpg
137,浏阳河新特曲T6/52度500ml,浏阳河,3560,湖南,白酒-区域名酒,14762,jp_259.jpg,jpg,46625,http://yjp-product.ufile.ucloud.cn/Product/2017/11/bb1e8e73d6844b75a8f6667399be3e53.jpg
138,茅台祝尊富贵6典藏52度500ml,茅台,3540,贵州,白酒-全国名酒,14763,jp_26.jpg,jpg,151973,http://yjp-product.ufile.ucloud.cn/Product/2017/11/86ac622f348b4af9b2262f02a379f6d9.jpg
139,浏阳河新特曲T3/52度500ml,浏阳河,3560,湖南,白酒-区域名酒,14765,jp_260.jpg,jpg,50302,http://yjp-product.ufile.ucloud.cn/Product/2017/11/98bf3e59ec604b869ff37a70b75f004d.jpg
140,浏阳河青花瓷双瓶礼盒52度475ml,浏阳河,3560,湖南,白酒-区域名酒,14766,jp_261.jpg,jpg,74375,http://yjp-product.ufile.ucloud.cn/Product/2017/11/fee0746d92274c0d85db070d9da3f48a.jpg
141,浏阳河青花典藏Q9/52度500ml,浏阳河,3560,湖南,白酒-区域名酒,14767,jp_262.jpg,jpg,44827,http://yjp-product.ufile.ucloud.cn/Product/2017/11/6c388673033343988803d781f69c965f.jpg
142,浏阳河青花典藏52度1.5L,浏阳河,3560,湖南,白酒-区域名酒,14768,jp_263.jpg,jpg,29273,http://yjp-product.ufile.ucloud.cn/Product/2017/11/b66306c1eac242058479b4989520bf31.jpg
143,浏阳河青花典藏52度3L,浏阳河,3560,湖南,白酒-区域名酒,14769,jp_264.jpg,jpg,29273,http://yjp-product.ufile.ucloud.cn/Product/2017/11/dff9126c8760473ca7bf869989ec5990.jpg
144,老窖金牌A6/52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14770,jp_265.jpg,jpg,43214,http://yjp-product.ufile.ucloud.cn/Product/2017/11/acc621db784d4e6689ec20d07524b344.jpg
145,老窖金牌A8/52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14771,jp_266.jpg,jpg,51118,http://yjp-product.ufile.ucloud.cn/Product/2017/11/b3afa08fe0cc47e4997c55c693b1d58e.jpg
146,五粮液52度500ml,五粮液,3555,四川,白酒-全国名酒,8192835,五粮液原图.jpg,jpg,67031,http://yjp-product.ufile.ucloud.com.cn/Product/2019/03/7f13ecc4b5a840a896a1305e4cf47316.jpg
147,赖茅王20年53度500ml,赖茅,3561,贵州,白酒-区域名酒,14775,jp_27.jpg,jpg,205681,http://yjp-product.ufile.ucloud.cn/Product/2017/11/f2c8ebb1187f4b33a4f3cab0148e6417.jpg
148,四特大三星45度460ml,四特,3562,江西,白酒-区域名酒,14778,jp_271.jpg,jpg,178586,http://yjp-product.ufile.ucloud.cn/Product/2017/11/eac4b56dfc044d5bab14108faa0d80ff.jpg
149,四特四星45度460ml,四特,3562,江西,白酒-区域名酒,14781,jp_272.jpg,jpg,144080,http://yjp-product.ufile.ucloud.cn/Product/2017/11/8b6262bed65e436a9c368faa60562d98.jpg
150,四特五星45度460ml,四特,3562,江西,白酒-区域名酒,14782,jp_273.jpg,jpg,184938,http://yjp-product.ufile.ucloud.cn/Product/2017/11/397c2dd8ba834cf0bbd59b635f67b24b.jpg
151,四特五年45度500ml,四特,3562,江西,白酒-区域名酒,14785,jp_274.jpg,jpg,34407,http://yjp-product.ufile.ucloud.cn/Product/2017/11/682ec8eed1f043f88562e2c0ae9dd1cf.jpg
152,四特九年45度500ml,四特,3562,江西,白酒-区域名酒,14786,jp_275.jpg,jpg,164608,http://yjp-product.ufile.ucloud.cn/Product/2017/11/0ae6531f876046b2afae11f7a1c28493.jpg
153,四特十五年45度500ml,四特,3562,江西,白酒-区域名酒,14789,jp_276.jpg,jpg,151567,http://yjp-product.ufile.ucloud.cn/Product/2017/11/56bf9a41359d4a5f9b7d8ec76a42ace9.jpg
154,四特十五年52度500ml,四特,3562,江西,白酒-区域名酒,30583,jp_277.jpg,jpg,81396,http://yjp-product.ufile.ucloud.cn/Product/2017/11/9bf64837a56b4edea7b0c5340179df2d.jpg
155,四特弘韵52度500ml,四特,3562,江西,白酒-区域名酒,44578,jp_278.jpg,jpg,87430,http://yjp-product.ufile.ucloud.cn/Product/2017/11/2bcbe74a12b64c8d8d5d5e119a6e0659.jpg
156,四特雅韵45度500ml,四特,3562,江西,白酒-区域名酒,14795,jp_279.jpg,jpg,210966,http://yjp-product.ufile.ucloud.cn/Product/2017/11/a57ec39bc9ae4905963d68e0a81fc9e3.jpg
157,赖茅王30年53度1000ml,赖茅,3561,贵州,白酒-区域名酒,14797,jp_28.jpg,jpg,216732,http://yjp-product.ufile.ucloud.cn/Product/2017/11/98cb384706ea425dbe19ab0602c9b616.jpg
158,四特雅韵52度500ml,四特,3562,江西,白酒-区域名酒,14800,jp_280.jpg,jpg,210966,http://yjp-product.ufile.ucloud.cn/Product/2017/11/67f43759db9f491a9c1c749f22e3aa7d.jpg
159,古井八年原浆50度425ml（1*6）,古井,3525,安徽亳州,白酒-区域名酒,14802,jp_281.jpg,jpg,82307,http://yjp-product.ufile.ucloud.cn/Product/2017/11/2e9cc0c6ed23436ea0e552a5609a84de.jpg
160,泸州老窖头曲六年陈52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14803,jp_283.jpg,jpg,114489,http://yjp-product.ufile.ucloud.cn/Product/2017/11/85d6d37aee2343b4afa2d65245a123e7.jpg
165,小糊涂仙52度500ml,小糊涂仙,3566,贵州,白酒-区域名酒,3290583,1priceImage.png,png,71338,http://yjp-product.ufile.ucloud.cn/Product/2018/06/712eb53907274c38a8ecf36eda3d796b.png
175,衡水老白干500/67度500ml,衡水老白干,3528,河北,白酒-区域名酒,14840,jp_30.jpg,jpg,141977,http://yjp-product.ufile.ucloud.cn/Product/2017/11/0f54d7b941a4447ea7bb7f9cb1b84675.jpg
185,浏阳河50周年内供（带标）52度500ml,浏阳河,3560,湖南,白酒-区域名酒,14868,jp_313.jpg,jpg,35178,http://yjp-product.ufile.ucloud.cn/Product/2017/11/1f009d308e00415ba0b68a8c83056585.jpg
186,台湾高粱酒-红铁盒53度600ml,高粱酒,3577,台湾,白酒-区域名酒,14869,jp_316.jpg,jpg,40036,http://yjp-product.ufile.ucloud.cn/Product/2017/11/b221a2ee60ae4730b23104d7bddc2e89.jpg
187,四特世家45度245ml,四特,3562,江西,白酒-区域名酒,14870,jp_318.jpg,jpg,51463,http://yjp-product.ufile.ucloud.cn/Product/2017/11/306a081861b24c4c9055c3e07fc7d405.jpg
188,四特菱形50度460ml,四特,3562,江西,白酒-区域名酒,14871,jp_319.jpg,jpg,40632,http://yjp-product.ufile.ucloud.cn/Product/2017/11/af6b8174ff9e4e8893762416678b0243.jpg
189,五粮液68度500ml,五粮液,3555,四川,白酒-全国名酒,46544,jp_32.jpg,jpg,73425,http://yjp-product.ufile.ucloud.cn/Product/2017/11/cab5e7f4ed09423da9b58c3884dfaa88.jpg
190,四特青花窖藏50度500ml,四特,3562,江西,白酒-区域名酒,14875,jp_320.jpg,jpg,60657,http://yjp-product.ufile.ucloud.cn/Product/2017/11/3f67c5277da14f6eb54d15ad1fdded34.jpg
191,四特金三两38度150ml,四特,3562,江西,白酒-区域名酒,8698805,lADPBE1XYNvpCQ3NB9DNBdw_1500_2000.jpg_620x10000q90g.jpg,jpg,60462,http://yjp-product.ufile.ucloud.com.cn/Product/2019/07/418ffd57c5be4bb1810a3b8dc0258e3a.jpg
192,四特蓝典45度460ml,四特,3562,江西,白酒-区域名酒,14877,jp_322.jpg,jpg,40285,http://yjp-product.ufile.ucloud.cn/Product/2017/11/c117664bac6343d99ae002b52a84ffd7.jpg
200,五粮液1618/52度500ml,五粮液,3555,四川,白酒-全国名酒,14892,jp_33.jpg,jpg,140024,http://yjp-product.ufile.ucloud.cn/Product/2017/11/ad6a7b23d81f4f34af00daa893d95bd5.jpg
211,五粮液1995专卖店酒52度500ml,五粮液,3555,四川,白酒-全国名酒,4006413,http://yjp-product.ufile.ucloud.cn/Product/2018/07/0ab39160f6334aa48b3f8ea2988cb473.jpg,jpg,520419,http://yjp-product.ufile.ucloud.cn/Product/2018/07/23c09550e3394c648ed24be6292d5356.jpg
222,五粮液豪门盛宴珍品52度500ml,五粮液,3555,四川,白酒-全国名酒,14932,jp_35.jpg,jpg,160659,http://yjp-product.ufile.ucloud.cn/Product/2017/11/7b60806f5f764166b78f9afe1964d876.jpg
224,五粮液15年50度500ml,五粮液,3555,四川,白酒-全国名酒,14938,jp_36.jpg,jpg,113027,http://yjp-product.ufile.ucloud.cn/Product/2017/11/35f02684cbad4b55801917bbe6a0c118.jpg
225,五粮液10年50度500ml（1*6）,五粮液,3555,四川,白酒-全国名酒,46797,jp_37.jpg,jpg,77337,http://yjp-product.ufile.ucloud.cn/Product/2017/11/03502eece0be4322bf897e6f5912b933.jpg
226,泸州老窖窖龄酒30年52度500ml,泸州老窖,3547,四川,白酒-全国名酒,46652,jp_39.png,png,297434,http://yjp-product.ufile.ucloud.cn/Product/2017/11/647ef7460fd34ea99300ffbdf7f48587.png
227,泸州老窖窖龄酒60年52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14945,jp_40.jpg,jpg,138384,http://yjp-product.ufile.ucloud.cn/Product/2017/11/e1e7daf8c7564e2db356272cae64634a.jpg
228,泸州老窖窖龄酒90年52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14948,jp_41.jpg,jpg,141911,http://yjp-product.ufile.ucloud.cn/Product/2017/11/9c2ec3627bc24bb49e02acfaf63f35ea.jpg
229,泸州老窖07版精品头曲52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14951,jp_42.jpg,jpg,47254,http://yjp-product.ufile.ucloud.cn/Product/2017/11/269f55931d454ab696988853140d27a5.jpg
230,泸州老窖大曲紫砂装52度500ml,泸州老窖,3547,四川,白酒-全国名酒,14952,jp_44.jpg,jpg,106328,http://yjp-product.ufile.ucloud.cn/Product/2017/11/c244184e770c48d7bd96f80f9f3a20d0.jpg
